id,p_s,path,subject_id,text
753,"(['PharmacologicSubstance', 'Diazepam'], '<http://purl.bioontology.org/ontology/UATC/N05BA01>')","['PharmacologicSubstance', 'Diazepam']",<http://purl.bioontology.org/ontology/UATC/N05BA01>,PharmacologicSubstance Diazepam
754,"(['PharmacologicSubstance', 'Bromazepam'], '<http://purl.bioontology.org/ontology/UATC/N05BA08>')","['PharmacologicSubstance', 'Bromazepam']",<http://purl.bioontology.org/ontology/UATC/N05BA08>,PharmacologicSubstance Bromazepam
755,"(['PharmacologicSubstance', 'Clobazam'], '<http://purl.bioontology.org/ontology/UATC/N05BA09>')","['PharmacologicSubstance', 'Clobazam']",<http://purl.bioontology.org/ontology/UATC/N05BA09>,PharmacologicSubstance Clobazam
756,"(['PharmacologicSubstance', 'Prazepam'], '<http://purl.bioontology.org/ontology/UATC/N05BA11>')","['PharmacologicSubstance', 'Prazepam']",<http://purl.bioontology.org/ontology/UATC/N05BA11>,PharmacologicSubstance Prazepam
757,"(['PharmacologicSubstance', 'Alprazolam'], '<http://purl.bioontology.org/ontology/UATC/N05BA12>')","['PharmacologicSubstance', 'Alprazolam']",<http://purl.bioontology.org/ontology/UATC/N05BA12>,PharmacologicSubstance Alprazolam
758,"(['PharmacologicSubstance', 'Etizolam'], '<http://purl.bioontology.org/ontology/UATC/N05BA19>')","['PharmacologicSubstance', 'Etizolam']",<http://purl.bioontology.org/ontology/UATC/N05BA19>,PharmacologicSubstance Etizolam
759,"(['PharmacologicSubstance', 'Hypnotics and Sedatives'], '<http://purl.bioontology.org/ontology/UATC/N05C>')","['PharmacologicSubstance', 'Hypnotics and Sedatives']",<http://purl.bioontology.org/ontology/UATC/N05C>,PharmacologicSubstance Hypnotics and Sedatives
760,"(['PharmacologicSubstance', 'Flurazepam'], '<http://purl.bioontology.org/ontology/UATC/N05CD01>')","['PharmacologicSubstance', 'Flurazepam']",<http://purl.bioontology.org/ontology/UATC/N05CD01>,PharmacologicSubstance Flurazepam
761,"(['PharmacologicSubstance', 'Triazolam'], '<http://purl.bioontology.org/ontology/UATC/N05CD05>')","['PharmacologicSubstance', 'Triazolam']",<http://purl.bioontology.org/ontology/UATC/N05CD05>,PharmacologicSubstance Triazolam
762,"(['PharmacologicSubstance', 'Brotizolam'], '<http://purl.bioontology.org/ontology/UATC/N05CD09>')","['PharmacologicSubstance', 'Brotizolam']",<http://purl.bioontology.org/ontology/UATC/N05CD09>,PharmacologicSubstance Brotizolam
763,"(['PharmacologicSubstance', 'Zolpidem'], '<http://purl.bioontology.org/ontology/UATC/N05CF02>')","['PharmacologicSubstance', 'Zolpidem']",<http://purl.bioontology.org/ontology/UATC/N05CF02>,PharmacologicSubstance Zolpidem
764,"(['PharmacologicSubstance', 'Melatonin'], '<http://purl.bioontology.org/ontology/UATC/N05CH01>')","['PharmacologicSubstance', 'Melatonin']",<http://purl.bioontology.org/ontology/UATC/N05CH01>,PharmacologicSubstance Melatonin
765,"(['PharmacologicSubstance', 'Psychoanaleptics'], '<http://purl.bioontology.org/ontology/UATC/N06>')","['PharmacologicSubstance', 'Psychoanaleptics']",<http://purl.bioontology.org/ontology/UATC/N06>,PharmacologicSubstance Psychoanaleptics
766,"(['PharmacologicSubstance', 'Amitriptyline'], '<http://purl.bioontology.org/ontology/UATC/N06AA09>')","['PharmacologicSubstance', 'Amitriptyline']",<http://purl.bioontology.org/ontology/UATC/N06AA09>,PharmacologicSubstance Amitriptyline
767,"(['PharmacologicSubstance', 'Fluoxetine'], '<http://purl.bioontology.org/ontology/UATC/N06AB03>')","['PharmacologicSubstance', 'Fluoxetine']",<http://purl.bioontology.org/ontology/UATC/N06AB03>,PharmacologicSubstance Fluoxetine
768,"(['PharmacologicSubstance', 'Citalopram'], '<http://purl.bioontology.org/ontology/UATC/N06AB04>')","['PharmacologicSubstance', 'Citalopram']",<http://purl.bioontology.org/ontology/UATC/N06AB04>,PharmacologicSubstance Citalopram
769,"(['PharmacologicSubstance', 'Paroxetine'], '<http://purl.bioontology.org/ontology/UATC/N06AB05>')","['PharmacologicSubstance', 'Paroxetine']",<http://purl.bioontology.org/ontology/UATC/N06AB05>,PharmacologicSubstance Paroxetine
770,"(['PharmacologicSubstance', 'Sertraline'], '<http://purl.bioontology.org/ontology/UATC/N06AB06>')","['PharmacologicSubstance', 'Sertraline']",<http://purl.bioontology.org/ontology/UATC/N06AB06>,PharmacologicSubstance Sertraline
771,"(['PharmacologicSubstance', 'Escitalopram'], '<http://purl.bioontology.org/ontology/UATC/N06AB10>')","['PharmacologicSubstance', 'Escitalopram']",<http://purl.bioontology.org/ontology/UATC/N06AB10>,PharmacologicSubstance Escitalopram
772,"(['PharmacologicSubstance', 'Trazodone'], '<http://purl.bioontology.org/ontology/UATC/N06AX05>')","['PharmacologicSubstance', 'Trazodone']",<http://purl.bioontology.org/ontology/UATC/N06AX05>,PharmacologicSubstance Trazodone
773,"(['PharmacologicSubstance', 'Mitrazapine'], '<http://purl.bioontology.org/ontology/UATC/N06AX11>')","['PharmacologicSubstance', 'Mitrazapine']",<http://purl.bioontology.org/ontology/UATC/N06AX11>,PharmacologicSubstance Mitrazapine
774,"(['PharmacologicSubstance', 'Venlafaxine'], '<http://purl.bioontology.org/ontology/UATC/N06AX16>')","['PharmacologicSubstance', 'Venlafaxine']",<http://purl.bioontology.org/ontology/UATC/N06AX16>,PharmacologicSubstance Venlafaxine
775,"(['PharmacologicSubstance', 'Reboxetine'], '<http://purl.bioontology.org/ontology/UATC/N06AX18>')","['PharmacologicSubstance', 'Reboxetine']",<http://purl.bioontology.org/ontology/UATC/N06AX18>,PharmacologicSubstance Reboxetine
776,"(['PharmacologicSubstance', 'Modafinil'], '<http://purl.bioontology.org/ontology/UATC/N06BA07>')","['PharmacologicSubstance', 'Modafinil']",<http://purl.bioontology.org/ontology/UATC/N06BA07>,PharmacologicSubstance Modafinil
777,"(['PharmacologicSubstance', 'Acetylcarnitine'], '<http://purl.bioontology.org/ontology/UATC/N06BX12>')","['PharmacologicSubstance', 'Acetylcarnitine']",<http://purl.bioontology.org/ontology/UATC/N06BX12>,PharmacologicSubstance Acetylcarnitine
778,"(['PharmacologicSubstance', 'Amitriptyline and Psycholeptics'], '<http://purl.bioontology.org/ontology/UATC/N06CA01>')","['PharmacologicSubstance', 'Amitriptyline and Psycholeptics']",<http://purl.bioontology.org/ontology/UATC/N06CA01>,PharmacologicSubstance Amitriptyline and Psycholeptics
779,"(['PharmacologicSubstance', 'Rivastigmine'], '<http://purl.bioontology.org/ontology/UATC/N06DA03>')","['PharmacologicSubstance', 'Rivastigmine']",<http://purl.bioontology.org/ontology/UATC/N06DA03>,PharmacologicSubstance Rivastigmine
780,"(['PharmacologicSubstance', 'Other Nervous System Drugs'], '<http://purl.bioontology.org/ontology/UATC/N07>')","['PharmacologicSubstance', 'Other Nervous System Drugs']",<http://purl.bioontology.org/ontology/UATC/N07>,PharmacologicSubstance Other Nervous System Drugs
781,"(['PharmacologicSubstance', 'Naltrexone'], '<http://purl.bioontology.org/ontology/UATC/N07BB04>')","['PharmacologicSubstance', 'Naltrexone']",<http://purl.bioontology.org/ontology/UATC/N07BB04>,PharmacologicSubstance Naltrexone
782,"(['PharmacologicSubstance', 'Betahistine'], '<http://purl.bioontology.org/ontology/UATC/N07CA01>')","['PharmacologicSubstance', 'Betahistine']",<http://purl.bioontology.org/ontology/UATC/N07CA01>,PharmacologicSubstance Betahistine
783,"(['PharmacologicSubstance', 'Cinnarizine'], '<http://purl.bioontology.org/ontology/UATC/N07CA02>')","['PharmacologicSubstance', 'Cinnarizine']",<http://purl.bioontology.org/ontology/UATC/N07CA02>,PharmacologicSubstance Cinnarizine
784,"(['PharmacologicSubstance', 'Flunarizine'], '<http://purl.bioontology.org/ontology/UATC/N07CA03>')","['PharmacologicSubstance', 'Flunarizine']",<http://purl.bioontology.org/ontology/UATC/N07CA03>,PharmacologicSubstance Flunarizine
785,"(['PharmacologicSubstance', 'Cinnarizine, Combinations'], '<http://purl.bioontology.org/ontology/UATC/N07CA52>')","['PharmacologicSubstance', 'Cinnarizine, Combinations']",<http://purl.bioontology.org/ontology/UATC/N07CA52>,"PharmacologicSubstance Cinnarizine, Combinations"
786,"(['PharmacologicSubstance', 'Riluzole'], '<http://purl.bioontology.org/ontology/UATC/N07XX02>')","['PharmacologicSubstance', 'Riluzole']",<http://purl.bioontology.org/ontology/UATC/N07XX02>,PharmacologicSubstance Riluzole
787,"(['PharmacologicSubstance', 'Fampridine'], '<http://purl.bioontology.org/ontology/UATC/N07XX07>')","['PharmacologicSubstance', 'Fampridine']",<http://purl.bioontology.org/ontology/UATC/N07XX07>,PharmacologicSubstance Fampridine
788,"(['PharmacologicSubstance', 'Antiparastic Products, Insecticides and Repllents'], '<http://purl.bioontology.org/ontology/UATC/P>')","['PharmacologicSubstance', 'Antiparastic Products, Insecticides and Repllents']",<http://purl.bioontology.org/ontology/UATC/P>,"PharmacologicSubstance Antiparastic Products, Insecticides and Repllents"
789,"(['PharmacologicSubstance', 'Antiprotozoals'], '<http://purl.bioontology.org/ontology/UATC/P01>')","['PharmacologicSubstance', 'Antiprotozoals']",<http://purl.bioontology.org/ontology/UATC/P01>,PharmacologicSubstance Antiprotozoals
790,"(['PharmacologicSubstance', 'Hydroxychloroquine'], '<http://purl.bioontology.org/ontology/UATC/P01BA02>')","['PharmacologicSubstance', 'Hydroxychloroquine']",<http://purl.bioontology.org/ontology/UATC/P01BA02>,PharmacologicSubstance Hydroxychloroquine
791,"(['PharmacologicSubstance', 'Anthelmintics'], '<http://purl.bioontology.org/ontology/UATC/P02>')","['PharmacologicSubstance', 'Anthelmintics']",<http://purl.bioontology.org/ontology/UATC/P02>,PharmacologicSubstance Anthelmintics
792,"(['PharmacologicSubstance', 'Ectoparasiticides, incl. Scabicides, Insecticides and Repellents'], '<http://purl.bioontology.org/ontology/UATC/P03>')","['PharmacologicSubstance', 'Ectoparasiticides, incl. Scabicides, Insecticides and Repellents']",<http://purl.bioontology.org/ontology/UATC/P03>,"PharmacologicSubstance Ectoparasiticides, incl. Scabicides, Insecticides and Repellents"
793,"(['PharmacologicSubstance', 'Respiratory System'], '<http://purl.bioontology.org/ontology/UATC/R>')","['PharmacologicSubstance', 'Respiratory System']",<http://purl.bioontology.org/ontology/UATC/R>,PharmacologicSubstance Respiratory System
794,"(['PharmacologicSubstance', 'Nasal Preparations'], '<http://purl.bioontology.org/ontology/UATC/R01>')","['PharmacologicSubstance', 'Nasal Preparations']",<http://purl.bioontology.org/ontology/UATC/R01>,PharmacologicSubstance Nasal Preparations
795,"(['PharmacologicSubstance', 'Throat Preparations'], '<http://purl.bioontology.org/ontology/UATC/R02>')","['PharmacologicSubstance', 'Throat Preparations']",<http://purl.bioontology.org/ontology/UATC/R02>,PharmacologicSubstance Throat Preparations
796,"(['PharmacologicSubstance', 'Drugs for Obstructive Airway Diseases'], '<http://purl.bioontology.org/ontology/UATC/R03>')","['PharmacologicSubstance', 'Drugs for Obstructive Airway Diseases']",<http://purl.bioontology.org/ontology/UATC/R03>,PharmacologicSubstance Drugs for Obstructive Airway Diseases
797,"(['PharmacologicSubstance', 'Cough and Cold Preparations'], '<http://purl.bioontology.org/ontology/UATC/R05>')","['PharmacologicSubstance', 'Cough and Cold Preparations']",<http://purl.bioontology.org/ontology/UATC/R05>,PharmacologicSubstance Cough and Cold Preparations
798,"(['PharmacologicSubstance', 'Antihistamines for Systemic Use'], '<http://purl.bioontology.org/ontology/UATC/R06>')","['PharmacologicSubstance', 'Antihistamines for Systemic Use']",<http://purl.bioontology.org/ontology/UATC/R06>,PharmacologicSubstance Antihistamines for Systemic Use
799,"(['PharmacologicSubstance', 'Chlorphenamine'], '<http://purl.bioontology.org/ontology/UATC/R06AB04>')","['PharmacologicSubstance', 'Chlorphenamine']",<http://purl.bioontology.org/ontology/UATC/R06AB04>,PharmacologicSubstance Chlorphenamine
800,"(['PharmacologicSubstance', 'Thiethylperazine'], '<http://purl.bioontology.org/ontology/UATC/R06AD03>')","['PharmacologicSubstance', 'Thiethylperazine']",<http://purl.bioontology.org/ontology/UATC/R06AD03>,PharmacologicSubstance Thiethylperazine
801,"(['PharmacologicSubstance', 'Cetirizine'], '<http://purl.bioontology.org/ontology/UATC/R06AE07>')","['PharmacologicSubstance', 'Cetirizine']",<http://purl.bioontology.org/ontology/UATC/R06AE07>,PharmacologicSubstance Cetirizine
802,"(['PharmacologicSubstance', 'Other Respiratory System Products'], '<http://purl.bioontology.org/ontology/UATC/R07>')","['PharmacologicSubstance', 'Other Respiratory System Products']",<http://purl.bioontology.org/ontology/UATC/R07>,PharmacologicSubstance Other Respiratory System Products
803,"(['PharmacologicSubstance', 'Sensory Organs'], '<http://purl.bioontology.org/ontology/UATC/S>')","['PharmacologicSubstance', 'Sensory Organs']",<http://purl.bioontology.org/ontology/UATC/S>,PharmacologicSubstance Sensory Organs
804,"(['PharmacologicSubstance', 'Ophthalmologicals'], '<http://purl.bioontology.org/ontology/UATC/S01>')","['PharmacologicSubstance', 'Ophthalmologicals']",<http://purl.bioontology.org/ontology/UATC/S01>,PharmacologicSubstance Ophthalmologicals
805,"(['PharmacologicSubstance', 'Otologicals'], '<http://purl.bioontology.org/ontology/UATC/S02>')","['PharmacologicSubstance', 'Otologicals']",<http://purl.bioontology.org/ontology/UATC/S02>,PharmacologicSubstance Otologicals
806,"(['PharmacologicSubstance', 'Ophthalmologicals and Otologicals Products'], '<http://purl.bioontology.org/ontology/UATC/S03>')","['PharmacologicSubstance', 'Ophthalmologicals and Otologicals Products']",<http://purl.bioontology.org/ontology/UATC/S03>,PharmacologicSubstance Ophthalmologicals and Otologicals Products
807,"(['PharmacologicSubstance', 'Various'], '<http://purl.bioontology.org/ontology/UATC/V>')","['PharmacologicSubstance', 'Various']",<http://purl.bioontology.org/ontology/UATC/V>,PharmacologicSubstance Various
808,"(['PharmacologicSubstance', 'Allergens'], '<http://purl.bioontology.org/ontology/UATC/V01>')","['PharmacologicSubstance', 'Allergens']",<http://purl.bioontology.org/ontology/UATC/V01>,PharmacologicSubstance Allergens
809,"(['PharmacologicSubstance', 'All Other Therapeutic Products'], '<http://purl.bioontology.org/ontology/UATC/V03>')","['PharmacologicSubstance', 'All Other Therapeutic Products']",<http://purl.bioontology.org/ontology/UATC/V03>,PharmacologicSubstance All Other Therapeutic Products
810,"(['PharmacologicSubstance', 'Calcium Folinate'], '<http://purl.bioontology.org/ontology/UATC/V03AF03>')","['PharmacologicSubstance', 'Calcium Folinate']",<http://purl.bioontology.org/ontology/UATC/V03AF03>,PharmacologicSubstance Calcium Folinate
811,"(['PharmacologicSubstance', 'Diagnostic Agents'], '<http://purl.bioontology.org/ontology/UATC/V04>')","['PharmacologicSubstance', 'Diagnostic Agents']",<http://purl.bioontology.org/ontology/UATC/V04>,PharmacologicSubstance Diagnostic Agents
812,"(['PharmacologicSubstance', 'General Nutrients'], '<http://purl.bioontology.org/ontology/UATC/V06>')","['PharmacologicSubstance', 'General Nutrients']",<http://purl.bioontology.org/ontology/UATC/V06>,PharmacologicSubstance General Nutrients
813,"(['PharmacologicSubstance', 'All Other Non-Therapeutic Products'], '<http://purl.bioontology.org/ontology/UATC/V07>')","['PharmacologicSubstance', 'All Other Non-Therapeutic Products']",<http://purl.bioontology.org/ontology/UATC/V07>,PharmacologicSubstance All Other Non-Therapeutic Products
814,"(['PharmacologicSubstance', 'Contrast Media'], '<http://purl.bioontology.org/ontology/UATC/V08>')","['PharmacologicSubstance', 'Contrast Media']",<http://purl.bioontology.org/ontology/UATC/V08>,PharmacologicSubstance Contrast Media
815,"(['PharmacologicSubstance', 'Diagnostic Radiopharmaceuticals'], '<http://purl.bioontology.org/ontology/UATC/V09>')","['PharmacologicSubstance', 'Diagnostic Radiopharmaceuticals']",<http://purl.bioontology.org/ontology/UATC/V09>,PharmacologicSubstance Diagnostic Radiopharmaceuticals
816,"(['PharmacologicSubstance', 'Therapeutic Radiopharmaceuticals'], '<http://purl.bioontology.org/ontology/UATC/V10>')","['PharmacologicSubstance', 'Therapeutic Radiopharmaceuticals']",<http://purl.bioontology.org/ontology/UATC/V10>,PharmacologicSubstance Therapeutic Radiopharmaceuticals
817,"(['PharmacologicSubstance', 'Surgical Dressings'], '<http://purl.bioontology.org/ontology/UATC/V20>')","['PharmacologicSubstance', 'Surgical Dressings']",<http://purl.bioontology.org/ontology/UATC/V20>,PharmacologicSubstance Surgical Dressings
818,"(['PharmacologicSubstance', 'Dietary Supplement'], '<http://purl.obolibrary.org/obo/NCIT_C1505>')","['PharmacologicSubstance', 'Dietary Supplement']",<http://purl.obolibrary.org/obo/NCIT_C1505>,PharmacologicSubstance Dietary Supplement
819,"(['PharmacologicSubstance', 'Alpha-Lipoic Acid'], '<http://purl.obolibrary.org/obo/NCIT_C61595>')","['PharmacologicSubstance', 'Alpha-Lipoic Acid']",<http://purl.obolibrary.org/obo/NCIT_C61595>,PharmacologicSubstance Alpha-Lipoic Acid
820,"(['PharmacologicSubstance', 'Covid-19 Vaccines'], '<https://w3id.org/brainteaser/ontology/schema/J07BX03>')","['PharmacologicSubstance', 'Covid-19 Vaccines']",<https://w3id.org/brainteaser/ontology/schema/J07BX03>,PharmacologicSubstance Covid-19 Vaccines
821,"(['PharmacologicSubstance', 'BG-12'], '<https://w3id.org/brainteaser/ontology/schema/N07XX09>')","['PharmacologicSubstance', 'BG-12']",<https://w3id.org/brainteaser/ontology/schema/N07XX09>,PharmacologicSubstance BG-12
822,"(['PharmacologicSubstance', 'Ecunerv'], '<https://w3id.org/brainteaser/ontology/schema/ecunerv>')","['PharmacologicSubstance', 'Ecunerv']",<https://w3id.org/brainteaser/ontology/schema/ecunerv>,PharmacologicSubstance Ecunerv
823,"(['Place', 'placeArea'], '<https://w3id.org/brainteaser/ontology/schema/placeArea>')","['Place', 'placeArea']",<https://w3id.org/brainteaser/ontology/schema/placeArea>,Place placeArea
824,"(['Place', 'zipCode'], '<https://w3id.org/brainteaser/ontology/schema/zipCode>')","['Place', 'zipCode']",<https://w3id.org/brainteaser/ontology/schema/zipCode>,Place zipCode
825,"(['Place', 'zipHashed'], '<https://w3id.org/brainteaser/ontology/schema/zipHashed>')","['Place', 'zipHashed']",<https://w3id.org/brainteaser/ontology/schema/zipHashed>,Place zipHashed
826,"(['Pregnancy', 'pregnancyComplications'], '<https://w3id.org/brainteaser/ontology/schema/pregnancyComplications>')","['Pregnancy', 'pregnancyComplications']",<https://w3id.org/brainteaser/ontology/schema/pregnancyComplications>,Pregnancy pregnancyComplications
